userId,recommended_item_ids_in_db,gt,number_of_hits,original_recommendations
3780,"[356, 1682, 1265, 3147, 1784, 318, 3448, 2268, 1732, 3108]","[1625, 3764, 2857, 3396, 750, 1028, 2796, 2985, 780, 2087, 1282, 1210, 272, 541, 1321, 1036, 2100, 2085, 1909, 2289, 3359, 1831, 2054, 3397, 2115, 1097, 1023, 1968, 3324, 2088, 2640, 1957, 1639, 1380, 1030, 1230, 3745, 2749, 1584, 2788, 1947, 2018, 1287, 1921, 3082, 2340, 589, 1, 2017, 2034, 2139, 2529]",0,"['Forrest Gump (1994)', 'The Truman Show (1998)', 'Groundhog Day (1993)', 'The Green Mile (1999)', 'As Good as It Gets (1997)', 'The Shawshank Redemption (1994)', 'Good Morning, Vietnam (1987)', 'A Few Good Men (1992)', 'The Big Lebowski (1998)', 'The Fisher King (1991)']"
631,"[1682, 318, 1265, 356, 3147, 1704, 1197, 1246, 457, 2762]","[1200, 1527, 2073, 39, 1401, 2115, 2716, 1148, 750, 2289, 534, 2378, 1321, 2427, 3543, 2407, 1994, 318, 2858, 3039, 2176, 1267, 1953, 260, 3481, 1186, 3671, 1221, 1269, 151, 1610, 2918, 2611, 2734, 1425, 904, 2268, 1231, 1297, 1097, 3591, 1923, 1266, 2003, 2496, 1584, 1035, 2841, 3480, 1247, 3095, 1954, 1248, 1291, 799, 2312, 3087, 3418, 2915, 3388, 2968, 3360]",1,"['The Truman Show (1998)', 'The Shawshank Redemption (1994)', 'Groundhog Day (1993)', 'Forrest Gump (1994)', 'The Green Mile (1999)', 'Good Will Hunting (1997)', 'The Princess Bride (1987)', 'Dead Poets Society (1989)', 'The Fugitive (1993)', 'The Sixth Sense (1999)']"
86,"[1197, 539, 899, 1270, 595, 1307, 1097, 1035]","[552, 920, 2628, 3118, 3147, 1013, 2184, 54, 2762, 903]",0,"['**The Princess Bride (1987)', '**Sleepless in Seattle (1993)', ""**Singin' in the Rain (1952)"", '**Back to the Future (1985)', '**Beauty and the Beast (1991)', '**When Harry Met Sally... (1989)', '**E.T. the Extra-Terrestrial (1982)', '**The Sound of Music (1965)', '**The Goonies (1985)', '**Annie (1982)']"
4242,"[1777, 1569, 1923, 2273, 2671, 1485, 1641, 2539, 39]","[11, 1882, 688, 3755, 480, 3697, 1616, 380, 849, 3268, 3450, 500, 1265, 1037, 10, 2490, 2701, 2082, 1690, 1385]",0,"['The Wedding Singer (1998)', ""My Best Friend's Wedding (1997)"", ""There's Something About Mary (1998)"", 'Rush Hour (1998)', 'Notting Hill (1999)', 'Liar Liar (1997)', 'The Full Monty (1997)', 'Analyze This (1999)', 'The Mask (1994)', 'Clueless (1995)']"
5148,"[1527, 1580, 2273, 165, 380, 1918, 145, 101, 3175]","[2712, 2395, 3418, 377, 1358, 417, 733, 2706, 1213, 3176, 1617, 292]",0,"['The Fifth Element (1997)', 'Men in Black (1997)', 'Rush Hour (1998)', 'Die Hard: With a Vengeance (1995)', 'True Lies (1994)', 'The Mask (1994)', 'Lethal Weapon 4 (1998)', 'Bad Boys (1995)', 'The Rock (1996)', 'Galaxy Quest (1999)']"
3227,"[39, 500, 837, 1569, 2059, 2572, 2124, 2671, 3489]","[2249, 1298, 1344, 3225, 104, 1544, 1870, 3261, 3535, 260, 141, 357, 2248, 1354, 3004, 2020, 34, 1230, 3869, 1291, 2245, 1184, 2186, 2920, 144, 157, 1, 2581, 174, 1455, 2355, 3481, 2302, 2268, 308, 1535, 1968, 3019, 1080, 50, 838, 592, 1089, 3408, 1911, 2504, 344, 1923, 2926, 515, 1454]",0,"['Clueless (1995)', 'Mrs. Doubtfire (1993)', 'Matilda (1996)', ""My Best Friend's Wedding (1997)"", 'The Parent Trap (1998)', '10 Things I Hate About You (1999)', 'The Addams Family (1991)', 'The Sandlot (1993)', 'Notting Hill (1999)', 'Hook (1991)']"
3402,"[910, 905, 829, 1230, 2825, 898, 1265, 1247, 3598, 1197]","[3104, 661, 1953, 935, 1078, 907, 1079, 3365, 2369, 1276, 965, 3157, 2212, 3578, 2206, 2396, 3462, 1419, 3160, 2897, 562, 1282, 2324, 1084, 1234, 1264, 1280, 3471, 2359, 945, 3306, 2920, 904, 1278, 2366, 1193, 2042, 1035, 1104, 3811, 58, 2644, 1345, 2227, 356, 3813, 903, 1244, 2664, 1179, 1066, 1259, 28, 3700, 1220, 1333, 2215]",0,"['Some Like It Hot (1959)', 'It Happened One Night (1934)', 'The Apartment (1960)', 'Annie Hall (1977)', 'Tootsie (1982)', 'The Philadelphia Story (1940)', 'Groundhog Day (1993)', 'The Graduate (1967)', 'Amélie (2001)', 'The Princess Bride (1987)']"
2786,"[553, 368, 3104, 380, 303, 1079, 457, 2006, 676, 2762]","[223, 3196, 1221, 316, 1234, 2915, 3198, 1212, 1278, 3638, 150, 3555, 3635, 1200, 1193, 2289, 3608, 1270, 39, 47, 1092, 921, 3408, 2890, 3438, 933, 1244, 2802, 2599, 1997, 1952, 497, 480]",0,"['Tombstone (1993)', 'Maverick (1994)', 'Midnight Run (1988)', 'True Lies (1994)', 'The Quick and the Dead (1995)', 'A Fish Called Wanda (1988)', 'The Fugitive (1993)', 'The Mask of Zorro (1998)', 'The Birdcage (1996)', 'The Sixth Sense (1999)']"
405,"[1307, 1265, 539, 1682, 1784, 1197, 1246, 1704, 318, 2671]","[58, 154, 62, 1304, 3685, 3671, 1727, 1265, 3363]",1,"['When Harry Met Sally... (1989)', 'Groundhog Day (1993)', 'Sleepless in Seattle (1993)', 'The Truman Show (1998)', 'As Good as It Gets (1997)', 'The Princess Bride (1987)', 'Dead Poets Society (1989)', 'Good Will Hunting (1997)', 'The Shawshank Redemption (1994)', 'Notting Hill (1999)']"
5863,"[1198, 1270, 1197, 480, 1682, 457, 1265, 1036, 318, 39]","[1617, 2762]",0,"['Raiders of the Lost Ark (1981)', 'Back to the Future (1985)', 'The Princess Bride (1987)', 'Jurassic Park (1993)', 'The Truman Show (1998)', 'The Fugitive (1993)', 'Groundhog Day (1993)', 'Die Hard (1988)', 'The Shawshank Redemption (1994)', 'Clueless (1995)']"
3888,"[608, 1682, 1704, 1265, 318, 2352, 1197, 1307, 1230, 1247]","[912, 3471, 2067, 3386, 905, 1617, 1276, 3578, 2208, 922, 1292, 2132, 2019, 1193, 1197, 2020, 926, 904, 2291, 1224]",1,"['Fargo (1996)', 'The Truman Show (1998)', 'Good Will Hunting (1997)', 'Groundhog Day (1993)', 'The Shawshank Redemption (1994)', 'The Big Chill (1983)', 'The Princess Bride (1987)', 'When Harry Met Sally... (1989)', 'Annie Hall (1977)', 'The Graduate (1967)', 'Enjoy watching!']"
1666,"[1198, 1036, 110, 2000, 1610, 1101, 101, 380, 457, 589]","[3108, 1573, 1676, 2006, 1363, 1615, 1198, 3275, 1556, 2501, 3147, 2324, 1201, 1060, 2166, 14, 3250, 319, 1876, 333, 2445, 2725, 2991, 991, 1617, 1721, 1616, 1693, 1747, 1407, 147, 2771, 1783, 1619, 1552, 2805, 852, 110, 3219, 2558, 2915, 2916, 2676, 3578, 2560, 2881, 2688, 2605]",2,"['Raiders of the Lost Ark (1981)', 'Die Hard (1988)', 'Braveheart (1995)', 'Lethal Weapon (1987)', 'The Hunt for Red October (1990)', 'Top Gun (1986)', 'The Rock (1996)', 'True Lies (1994)', 'The Fugitive (1993)', 'Terminator 2: Judgment Day (1991)']"
5496,"[1307, 1265, 1682, 1569, 1641, 2671, 1784, 539, 676, 1393]","[260, 247, 3481, 3623, 1617, 50, 1265, 1653, 2770, 1635, 1127, 2759, 2599, 581, 2333, 2706]",1,"['When Harry Met Sally... (1989)', 'Groundhog Day (1993)', 'The Truman Show (1998)', ""My Best Friend's Wedding (1997)"", 'The Full Monty (1997)', 'Notting Hill (1999)', 'As Good as It Gets (1997)', 'Sleepless in Seattle (1993)', 'The Birdcage (1996)', 'Jerry Maguire (1996)', 'Enjoy watching!']"
3847,"[593, 2762, 6, 1258, 589, 457, 2668, 1617, 541, 1997]","[708, 185, 2986, 3703, 1682, 475, 3727, 3361, 147, 48, 2145, 3087, 2657, 3107, 1597, 2640, 2261, 1089, 1233, 2288, 2373, 151, 2558, 1073, 1777, 2431, 2540, 2771, 2502, 2011, 208, 592, 1261, 1198, 1372, 3809, 1704, 1732, 500, 588, 2450, 2134, 2793, 2507, 3591, 1120, 3300, 2278, 788, 2193, 3070, 2549, 150, 3448, 1608, 802, 1370, 2428]",0,"['The Silence of the Lambs (1991)', 'The Sixth Sense (1999)', 'Heat (1995)', 'The Shining (1980)', 'Terminator 2: Judgment Day (1991)', 'The Fugitive (1993)', 'The Thing (1982)', 'L.A. Confidential (1997)', 'Blade Runner (1982)', 'The Exorcist (1973)', 'Enjoy watching!']"
3512,"[1682, 1265, 1704, 1732, 1784, 2395, 1641, 2302, 676]","[2324, 1372, 3844, 180, 1682, 1298, 3673, 2686, 2137, 3000, 168, 204, 1207, 509, 2161, 293, 1342, 2398, 2053, 1092, 1224, 2321, 750, 1617, 1287, 151, 637, 367, 3033, 1080, 3418, 2231, 62, 3258, 2375, 1702, 1957, 1205, 3247, 2572, 2987, 592, 2302, 2421, 1645, 491, 1882, 2054, 996, 3120, 3477, 1500, 1103, 1, 586, 2193, 1387]",2,"['The Truman Show (1998)', 'Groundhog Day (1993)', 'Good Will Hunting (1997)', 'The Big Lebowski (1998)', 'As Good as It Gets (1997)', 'Rushmore (1998)', 'The Full Monty (1997)', 'My Cousin Vinny (1992)', 'The Birdcage (1996)', 'The Royal Tenenbaums (2001)']"
1799,"[1704, 1784, 1682, 1393, 2396, 1641, 318, 1569, 3147, 2671]","[1249, 3246, 480, 1266, 337, 523, 535, 3951, 1639, 1095, 2268, 150, 2303, 2291, 2289, 2391]",0,"['**Good Will Hunting (1997)', '**As Good as It Gets (1997)', '**The Truman Show (1998)', '**Jerry Maguire (1996)', '**Shakespeare in Love (1998)', '**The Full Monty (1997)', '**The Shawshank Redemption (1994)', ""**My Best Friend's Wedding (1997)"", '**The Green Mile (1999)', '**Notting Hill (1999)']"
3724,"[457, 2000, 1213, 2194, 3104, 318, 1036, 420, 1240, 1732]","[1982, 628, 3873, 1405, 272, 2752, 2037, 2248, 1263, 1025, 3712, 1810, 1381, 445, 1213, 3175, 1207, 1198, 1199, 1291, 1272, 3497, 1129, 3101, 410, 2379, 372, 2286, 2946, 2567, 3114, 1258, 610, 2028, 2040, 122, 3526, 1029, 1077, 2423, 2990, 1278, 1912, 2004, 236, 1231, 1614, 248, 3258, 2184, 3504, 2890, 1457, 1588, 145, 2380, 3033, 2011, 1641, 2706, 1266, 2384, 1219, 1321, 300, 1222, 1081, 647, 1374, 520, 1242, 3812, 253, 1299, 1610, 153, 1748, 1250, 2746, 3685, 1408, 537, 454, 2051, 1541, 586, 919]",1,"['The Fugitive (1993)', 'Lethal Weapon (1987)', 'Goodfellas (1990)', 'The Untouchables (1987)', 'Midnight Run (1988)', 'The Shawshank Redemption (1994)', 'Die Hard (1988)', 'Beverly Hills Cop (1984)', 'The Terminator (1984)', 'The Big Lebowski (1998)']"
2208,"[296, 6, 318, 1617, 50, 16, 555, 2268, 457]","[1910, 457, 3252, 2761, 300, 1230, 111, 3481, 1060, 3147, 2412, 2409, 1812, 1431, 2470, 2750, 3869, 52, 1694, 39, 2411, 1883, 608, 3174, 312, 592, 2858, 3176, 2683, 2371, 1407, 1635, 3552]",1,"['Pulp Fiction (1994)', 'Heat (1995)', 'The Shawshank Redemption (1994)', 'L.A. Confidential (1997)', 'The Usual Suspects (1995)', 'Casino (1995)', 'Leon: The Professional (1994)', 'True Romance (1993)', 'A Few Good Men (1992)', 'The Fugitive (1993)']"
1879,"[318, 1198, 480, 364, 1036, 1213, 595, 593, 356]","[1840, 474, 1049, 1408, 3198, 74, 1206, 3259, 1394, 3252, 1079, 480, 912, 2763, 475, 924, 1200, 1073, 368, 608, 1673, 440, 1727, 1476, 2322, 47, 589, 1294, 3108, 2006, 1222, 2762, 380, 1240, 2353, 459, 110]",1,"['The Shawshank Redemption (1994)', 'Raiders of the Lost Ark (1981)', 'Jurassic Park (1993)', 'The Lion King (1994)', 'Die Hard (1988)', 'Goodfellas (1990)', 'The Matrix (1999)', 'Beauty and the Beast (1991)', 'The Silence of the Lambs (1991)', 'Forrest Gump (1994)']"
24,"[912, 318, 1097, 480, 1721, 1197, 541, 1088, 1240, 587]","[2100, 597, 1377, 1704, 3039, 2858, 858, 2987, 648, 175, 1633, 2797, 1958, 2657, 296, 2836]",0,"['Casablanca (1942)', 'The Shawshank Redemption (1994)', 'E.T. the Extra-Terrestrial (1982)', 'Jurassic Park (1993)', 'Titanic (1997)', 'The Princess Bride (1987)', 'Blade Runner (1982)', 'Dirty Dancing (1987)', 'The Terminator (1984)', 'Ghost (1990)']"
2098,"[2762, 457, 1840, 1617, 50, 6, 2268, 593, 1487, 318]","[3249, 1841, 1047, 36, 1686, 2713, 731, 2391, 1407, 1909, 2599, 494, 1527, 2107, 225, 379, 2997, 2530, 2916, 2672, 742, 832, 1999, 332, 2827, 3114, 2322, 185, 10, 1963, 2699, 707, 1200, 1339, 1552, 1396, 2701, 1779, 3176, 223, 2840, 1754, 919, 3802, 2328, 464, 1690, 3552, 2455, 3897, 2915, 3810, 329, 606, 1427, 454, 2279, 2692, 2561]",0,"['The Sixth Sense (1999)', 'The Fugitive (1993)', 'The Game (1997)', 'L.A. Confidential (1997)', 'The Usual Suspects (1995)', 'Heat (1995)', 'A Few Good Men (1992)', 'The Silence of the Lambs (1991)', 'Se7en (1995)', 'The Shawshank Redemption (1994)', 'Enjoy watching!']"
5715,"[1198, 1036, 1197, 2000, 3740, 2194, 1270, 380, 1527, 1580]","[1214, 3638, 3578, 2987, 1242, 1196, 2916, 3052, 1601, 2019, 610, 1240]",0,"['Raiders of the Lost Ark (1981)', 'Die Hard (1988)', 'The Princess Bride (1987)', 'Lethal Weapon (1987)', 'Big Trouble in Little China (1986)', 'The Untouchables (1987)', 'Back to the Future (1985)', 'True Lies (1994)', 'The Fifth Element (1997)', 'Men in Black (1997)']"
224,"[1307, 1265, 1197, 2671, 39, 1784, 1569, 357, 539, 597]","[1265, 3466, 2282, 3052, 3072, 1678, 144, 2321, 3553, 1, 1079, 1653, 3793, 648, 1648, 3594, 2174, 2125, 955, 3555, 3536, 1207, 1197, 1748, 1968, 1083, 2628, 1095, 800, 1441]",2,"['""When Harry Met Sally..."" (1989)', '""Groundhog Day"" (1993)', '""The Princess Bride"" (1987)', '""Notting Hill"" (1999)', '""Clueless"" (1995)', '""As Good as It Gets"" (1997)', '""My Best Friend\'s Wedding"" (1997)', '""Four Weddings and a Funeral"" (1994)', '""Sleepless in Seattle"" (1993)', '""Pretty Woman"" (1990)']"
1890,"[1266, 3494, 2194, 553, 6, 1304, 1201, 608, 3671]","[2664, 3700, 3362, 1284, 1291, 2501, 3813, 1028, 608, 541, 3153, 3729, 2017, 2746, 296, 594, 2099, 1277, 2054, 1387, 1078, 2303, 1, 940, 2640, 968, 908, 1465, 2366, 950, 1220, 2019, 2015, 232]",1,"['Unforgiven (1992)', 'No Country for Old Men (2007)', 'True Grit (2010)', 'The Untouchables (1987)', 'Tombstone (1993)', 'Heat (1995)', 'Butch Cassidy and the Sundance Kid (1969)', 'The Good, the Bad and the Ugly (1966)', 'Fargo (1996)', 'Blazing Saddles (1974)', 'Enjoy watching these movies!']"
2570,"[2671, 1393, 2424, 1183, 1784, 2396, 412, 17, 2724]","[1094, 1610, 1784, 1460, 590, 2291, 266, 1619, 1265, 68, 34]",1,"['Notting Hill (1999)', 'Jerry Maguire (1996)', ""You've Got Mail (1998)"", 'The English Patient (1996)', 'As Good as It Gets (1997)', 'Shakespeare in Love (1998)', 'The Age of Innocence (1993)', 'Sense and Sensibility (1995)', 'The Wedding Planner (2001)', 'Runaway Bride (1999)']"
5507,"[1682, 1580, 2762, 2000, 1265, 589, 296, 1036, 318, 480]","[3016, 2355, 2038, 1682, 265]",1,"['The Truman Show (1998)', 'Men in Black (1997)', 'The Sixth Sense (1999)', 'Lethal Weapon (1987)', 'Groundhog Day (1993)', 'Terminator 2: Judgment Day (1991)', 'Pulp Fiction (1994)', 'Die Hard (1988)', 'The Shawshank Redemption (1994)', 'Jurassic Park (1993)']"
550,"[527, 1183, 318, 356, 1704, 17, 110, 3147, 1721, 2028]","[2130, 7, 1954, 21, 1894, 2384, 2088, 1010, 45, 2640, 3099, 3147, 94, 2355, 2193, 1907, 450, 471, 2405, 208, 72, 2993, 1784, 3307, 720, 2946, 2968, 2410, 2433, 25, 736, 2511, 2108, 673, 765, 1387, 86, 1289, 2009, 610, 1211, 1419, 2095, 2142, 596, 3035, 3052, 1920, 3316, 3705, 1293, 2953, 2115, 1702, 165, 3654, 788, 3401, 593, 551, 930, 2746, 1230, 3257, 2717, 778, 3199, 290, 2102, 125, 3429, 494, 289, 3911, 3740, 1012, 2795, 507, 2087, 3868, 1306, 2408, 3100, 1682, 2366, 2000, 2097, 1129, 265, 464, 3254, 1016, 952, 2167, 118, 1042, 313, 89, 2011, 3614, 2738, 2144, 224, 3755, 22, 2311, 533, 1777, 2303, 3676, 3500, 2667, 2938, 2002, 87, 909, 158, 1100, 434, 2947, 3358, 3253, 3593, 1967, 2352, 880, 2470, 3501, 16, 2863, 2294, 2021, 3745, 2003, 1660, 3104, 743]",1,"[""Schindler's List (1993)"", 'The English Patient (1996)', 'The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'Good Will Hunting (1997)', 'Sense and Sensibility (1995)', 'Braveheart (1995)', 'The Green Mile (1999)', 'Titanic (1997)', 'Saving Private Ryan (1998)']"
3142,"[318, 246, 296, 593, 1192, 1213, 50, 3677, 1095]","[1261, 2968, 1094, 1273, 750, 903, 1213, 2858, 3006, 1237, 1358]",1,"['**The Shawshank Redemption (1994)', '**Se7en (1995)', '**Hoop Dreams (1994)', '**Pulp Fiction (1994)', '**The Silence of the Lambs (1991)', '**Paris is Burning (1990)', '**Goodfellas (1990)', '**The Usual Suspects (1995)', '**Baraka (1992)', '**Glengarry Glen Ross (1992)']"
3968,"[1370, 101, 377, 380, 457, 434, 494, 1385, 10, 1047]","[648, 353, 479, 3623, 1198, 1429, 2278, 6, 3256, 349]",0,"['Die Hard 2 (1990)', 'The Rock (1996)', 'Speed (1994)', 'True Lies (1994)', 'The Fugitive (1993)', 'Cliffhanger (1993)', 'Executive Decision (1996)', 'Under Siege (1992)', 'GoldenEye (1995)', 'The Long Kiss Goodnight (1996)']"
3994,"[2918, 1307, 1265, 1197, 2797, 1682, 500, 676]","[589, 2324, 2746, 1562, 1580, 597, 434, 2108, 2025, 1952, 2463, 7, 761, 674, 3809, 2321, 2759, 3421, 2657, 3516, 1288, 3753, 923, 2640, 1391]",0,"[""**Ferris Bueller's Day Off (1986)"", '**When Harry Met Sally... (1989)', '**Planes, Trains and Automobiles (1987)', '**Groundhog Day (1993)', '**The Princess Bride (1987)', '**Big (1988)', '**The Truman Show (1998)', '**City Slickers (1991)', '**Mrs. Doubtfire (1993)', '**The Birdcage (1996)']"
159,"[39, 1197, 2572, 2671, 1569, 539, 2424, 597]","[3255, 2710, 2683]",0,"['Clueless (1995)', 'The Princess Bride (1987)', 'Legally Blonde (2001)', ""Bridget Jones's Diary (2001)"", '10 Things I Hate About You (1999)', 'Notting Hill (1999)', ""My Best Friend's Wedding (1997)"", 'Sleepless in Seattle (1993)', ""You've Got Mail (1998)"", 'Pretty Woman (1990)']"
1177,"[593, 50, 6, 2762, 2329, 1487, 1617, 457, 628, 3176]","[551, 858, 3457, 3429, 593, 3932, 480, 3753]",1,"['The Silence of the Lambs (1991)', 'The Usual Suspects (1995)', 'Heat (1995)', 'The Sixth Sense (1999)', 'American History X (1998)', 'Se7en (1995)', 'L.A. Confidential (1997)', 'The Fugitive (1993)', 'Primal Fear (1996)', 'The Talented Mr. Ripley (1999)']"
5677,"[593, 1487, 296, 50, 1089, 6, 608, 3499, 1343, 2762]","[141, 2683, 736, 457, 367, 2929, 2302, 2501, 2390, 3108, 2987, 527, 1672, 2700, 592, 1226, 2132, 1294, 1393, 1883, 1573, 648, 2858, 480, 1210, 2391, 1245, 161, 1029, 1722, 1030, 2926, 3246, 1104, 2013, 1247, 3451, 3552, 2406, 1096, 1674, 3249]",0,"['The Silence of the Lambs (1991)', 'Seven (1995)', 'Pulp Fiction (1994)', 'The Usual Suspects (1995)', 'Reservoir Dogs (1992)', 'Heat (1995)', 'Fargo (1996)', 'Misery (1990)', 'Cape Fear (1991)', 'The Sixth Sense (1999)']"
2156,"[1, 1580, 673, 1517, 2124, 500, 1005, 344, 317]","[3525, 223, 296, 2700, 1088, 2315, 2170, 1371, 1356, 2787, 1126, 2094, 1580, 1197, 1573, 288, 3173, 1136, 2901, 1350, 1302, 1014, 1223, 2078, 24, 2471, 1884, 1253, 3771, 3476, 1387, 44, 2009, 1017, 1013, 367, 910, 610, 1487, 20, 2944, 260, 1200, 3930, 2081, 1584, 3253, 161]",1,"['**Toy Story (1995)', '**Men in Black (1997)', '**The Mask (1994)', '**Space Jam (1996)', '**Austin Powers: International Man of Mystery (1997)', '**The Addams Family (1991)', '**Mrs. Doubtfire (1993)', '**The Mighty Ducks (1992)', '**Ace Ventura: Pet Detective (1994)', '**The Santa Clause (1994)']"
3216,"[1183, 515, 1094, 412, 1295, 3176, 468, 1719, 1683]","[342, 2019, 1188, 2202, 480, 1293, 2396, 3470, 3469, 1231, 2238, 2657, 1228, 2946, 1172, 2000, 2745, 3033, 247, 645, 223, 1095, 2108, 2987, 1220, 3175, 2020, 1960, 2094, 467, 2890, 32, 1371, 2609, 1968, 198, 748, 3308, 1233, 1150, 1207, 2282, 838, 924, 2883]",0,"['""The English Patient"" (1996)', '""The Remains of the Day"" (1993)', '""The Crying Game"" (1992)', '""The Age of Innocence"" (1993)', '""The Piano"" (1993)', '""The Unbearable Lightness of Being"" (1988)', '""The Talented Mr. Ripley"" (1999)', '""The Englishman Who Went Up a Hill But Came Down a Mountain"" (1995)', '""The Sweet Hereafter"" (1997)', '""The Wings of the Dove"" (1997)']"
474,"[3868, 1036, 968, 2000, 1278, 1220, 3527, 1347, 1240]","[3107, 539, 27, 782, 551, 2291, 482, 2329, 3624, 552, 110, 1629, 1721, 1396, 2826, 1517, 708, 331, 1590, 1320, 1639, 105, 1431, 3543, 1680, 2857, 1127, 2770, 3386, 1268, 2683, 1266, 2723, 1407, 1704, 1513, 3835, 1288, 999, 2628, 509]",0,"['**The Naked Gun: From the Files of Police Squad! (1988)', '**Die Hard (1988)', '**Night of the Living Dead (1968)', '**Lethal Weapon (1987)', '**Young Frankenstein (1974)', '**The Thing (1982)', '**The Blues Brothers (1980)', '**Predator (1987)', '**A Nightmare on Elm Street (1984)', '**The Terminator (1984)', 'Enjoy watching!']"
5581,"[2000, 377, 101, 589, 457, 165, 6, 380]","[1196, 2000, 493, 1617]",1,"['Lethal Weapon (1987)', 'Speed (1994)', 'The Rock (1996)', 'Terminator 2: Judgment Day (1991)', 'The Fugitive (1993)', 'Die Hard with a Vengeance (1995)', 'The Bourne Identity (2002)', 'Heat (1995)', 'True Lies (1994)', 'The Dark Knight (2008)']"
2138,"[1527, 1580, 2916, 780, 442, 1676, 1590, 316, 1584]","[1831, 880, 3175, 1779, 1690, 442, 1876, 2428, 2916]",2,"['The Fifth Element (1997)', 'Men in Black (1997)', 'Total Recall (1990)', 'Independence Day (1996)', 'Demolition Man (1993)', 'Starship Troopers (1997)', 'The Matrix (1999)', 'Event Horizon (1997)', 'Stargate (1994)', 'Contact (1997)']"
95,"[2959, 2329, 2762, 50, 2858, 6, 1682, 3147, 3176]","[1089, 1233, 2324, 73, 1500, 349, 3147, 2268, 345, 457, 1446, 2278, 3246, 446, 368, 1393, 2002, 377]",1,"['The Matrix (1999)', 'Fight Club (1999)', 'American History X (1998)', 'The Sixth Sense (1999)', 'The Usual Suspects (1995)', 'American Beauty (1999)', 'Heat (1995)', 'The Truman Show (1998)', 'The Green Mile (1999)', 'The Talented Mr. Ripley (1999)']"
2886,"[165, 380, 101, 1918, 1552, 1573, 2273, 1527, 145, 442]","[349, 3107, 886, 780, 292, 1858, 996, 1049]",0,"['Die Hard with a Vengeance (1995)', 'True Lies (1994)', 'The Rock (1996)', 'Lethal Weapon 4 (1998)', 'Con Air (1997)', 'Face/Off (1997)', 'Rush Hour (1998)', 'The Fifth Element (1997)', 'Bad Boys (1995)', 'Demolition Man (1993)']"
4640,"[356, 1265, 1682, 1784, 1197, 1704, 1307, 1732, 3598, 318]","[1197, 3107, 2706, 1676, 586, 3948, 2335, 2455, 593, 364, 1641, 1556, 3916, 1373, 3743, 1275, 924, 2822, 3793, 1101, 2054, 1370, 1517, 2089, 2617, 172, 1882, 1544, 592, 3624]",1,"['Forrest Gump (1994)', 'Groundhog Day (1993)', 'The Truman Show (1998)', 'As Good as It Gets (1997)', 'The Princess Bride (1987)', 'Good Will Hunting (1997)', 'When Harry Met Sally... (1989)', 'The Big Lebowski (1998)', 'Amélie (2001)', 'The Shawshank Redemption (1994)']"
1722,"[541, 1240, 1270, 1200, 2985, 2916, 1527, 780, 1676]","[3660, 2455, 3013, 2149, 1987, 1347, 2814, 3499, 1196, 2367, 1999, 1206, 3018, 1127, 2428, 2651, 3264, 2525, 2650, 3550, 3927, 3700, 3658, 3935, 2653, 2160, 2613, 3694, 924]",0,"['Blade Runner (1982)', 'The Terminator (1984)', 'Back to the Future (1985)', 'Aliens (1986)', 'RoboCop (1987)', 'Total Recall (1990)', 'The Fifth Element (1997)', 'Independence Day (1996)', 'The Matrix (1999)', 'Starship Troopers (1997)']"
2702,"[1258, 1387, 2668, 1200, 3527, 1347, 1997, 1090, 593, 2028]","[1215, 2167, 196, 2976, 551, 1339]",0,"['The Shining (1980)', 'Jaws (1975)', 'The Thing (1982)', 'Aliens (1986)', 'Predator (1987)', 'A Nightmare on Elm Street (1984)', 'The Exorcist (1973)', 'Platoon (1986)', 'The Silence of the Lambs (1991)', 'Saving Private Ryan (1998)']"
2660,"[1307, 2671, 597, 2572]","[858, 236, 497, 1946, 920, 911, 2248, 916, 914, 597, 339, 1307, 1101, 933, 534]",2,"['When Harry Met Sally... (1989)', 'Notting Hill (1999)', 'Pretty Woman (1990)', 'Love Actually (2003)', 'The Notebook (2004)', '10 Things I Hate About You (1999)', 'Pride and Prejudice (2005)', 'Silver Linings Playbook (2012)', 'La La Land (2016)', 'The Proposal (2009)', 'Enjoy watching!']"
886,"[2858, 3897, 2762, 3481, 3949, 3898, 3176]","[3751, 3328, 3182, 3865, 3783]",0,"['American Beauty (1999)', 'Almost Famous (2000)', 'The Sixth Sense (1999)', 'High Fidelity (2000)', 'Requiem for a Dream (2000)', 'Snatch (2000)', 'Crouching Tiger, Hidden Dragon (2000)', 'O Brother, Where Art Thou? (2000)', 'The Talented Mr. Ripley (1999)', 'Chocolat (2000)']"
2768,"[1197, 2918, 1259, 3039, 2194, 2797, 2739, 1961, 1220]","[377, 1222, 296, 3543, 1270, 695, 3052, 288, 2918, 2329, 151, 1343, 1393, 720, 50, 110, 457, 1726]",1,"['The Princess Bride (1987)', ""Ferris Bueller's Day Off (1986)"", 'Stand by Me (1986)', 'Trading Places (1983)', 'The Untouchables (1987)', 'Big (1988)', 'The Color Purple (1985)', 'Planes, Trains and Automobiles (1987)', 'Rain Man (1988)', 'The Blues Brothers (1980)']"
3617,"[1219, 1997, 1206, 1247, 2160, 2459, 2313, 3499, 2710]","[919, 1263, 711, 1136, 1]",0,"['Psycho (1960)', 'The Exorcist (1973)', 'A Clockwork Orange (1971)', 'The Graduate (1967)', ""Rosemary's Baby (1968)"", 'The Texas Chain Saw Massacre (1974)', 'The Elephant Man (1980)', 'The Fly (1986)', 'Misery (1990)', 'The Blair Witch Project (1999)']"
